Circuit,Year,Driver,LapNumber,Stint,LapInStint,Compound,LapTimeSec,FuelRemainingKg,FuelPenaltySec,FuelCorrectedPaceSec,GapAheadSec,SessionProgression,TrackTemp,AirTemp,ObservedLapDeltaSec
Bahrain,2023,ALO,9.0,1.0,12.0,SOFT,100.275,88.8,2.9304,99.74040000000001,0.9129999999995562,0.15789473684210525,30.8,27.1,0.7270000000000039
Bahrain,2023,STR,9.0,1.0,12.0,SOFT,100.106,88.8,2.9304,99.5714,1.2950000000000728,0.15789473684210525,30.8,27.1,0.4720999999999975
Bahrain,2023,BOT,9.0,1.0,9.0,SOFT,100.275,88.8,2.9304,99.74040000000001,3.212000000000444,0.15789473684210525,30.8,27.1,0.5798000000000059
Bahrain,2023,OCO,9.0,1.0,12.0,SOFT,100.866,88.8,2.9304,100.3314,2.5399999999999636,0.15789473684210525,30.8,27.1,0.9990000000000094
Bahrain,2023,ALB,9.0,1.0,9.0,SOFT,100.969,88.8,2.9304,100.4344,2.27599999999984,0.15789473684210525,30.8,27.1,3.440799999999996
Bahrain,2023,SAR,9.0,1.0,9.0,SOFT,100.908,88.8,2.9304,100.3734,0.9909999999999854,0.15789473684210525,30.8,27.1,3.681200000000004
Bahrain,2023,TSU,9.0,1.0,9.0,SOFT,101.01,88.8,2.9304,100.47540000000001,0.9700000000002547,0.15789473684210525,30.8,27.1,3.9876000000000005
Bahrain,2023,PIA,9.0,1.0,9.0,SOFT,101.534,88.8,2.9304,100.99940000000001,0.8590000000003783,0.15789473684210525,30.8,27.1,0.8187000000000069
Bahrain,2023,ZHO,9.0,1.0,9.0,SOFT,101.526,88.8,2.9304,100.9914,0.46199999999953434,0.15789473684210525,30.8,27.1,3.695999999999998
Bahrain,2023,DEV,9.0,1.0,9.0,SOFT,101.573,88.8,2.9304,101.0384,1.375,0.15789473684210525,30.8,27.1,1.0200999999999993
Bahrain,2023,MAG,9.0,1.0,9.0,HARD,101.278,88.8,2.9304,100.74340000000001,1.8950000000004366,0.15789473684210525,30.8,27.1,2.4420000000000073
Bahrain,2023,VER,10.0,1.0,13.0,SOFT,98.369,87.0,2.871,97.775,15.0,0.17543859649122806,30.8,27.1,0.9380000000000024
Bahrain,2023,LEC,10.0,1.0,10.0,SOFT,99.073,87.0,2.871,98.479,7.086999999999534,0.17543859649122806,30.8,27.1,0.4631999999999863
Bahrain,2023,PER,10.0,1.0,13.0,SOFT,99.085,87.0,2.871,98.491,1.7050000000008367,0.17543859649122806,30.8,27.1,1.7937999999999903
